image,mask_path,cloth_image
raw_data/train/images/00026_00.jpg,raw_data/train/image-parse-v3/00026_00.png,raw_data/train/cloth/00026_00.jpg
raw_data/train/images/00028_00.jpg,raw_data/train/image-parse-v3/00028_00.png,raw_data/train/cloth/00028_00.jpg
raw_data/train/images/00029_00.jpg,raw_data/train/image-parse-v3/00029_00.png,raw_data/train/cloth/00029_00.jpg
raw_data/train/images/00030_00.jpg,raw_data/train/image-parse-v3/00030_00.png,raw_data/train/cloth/00030_00.jpg
raw_data/train/images/00031_00.jpg,raw_data/train/image-parse-v3/00031_00.png,raw_data/train/cloth/00031_00.jpg
raw_data/train/images/00032_00.jpg,raw_data/train/image-parse-v3/00032_00.png,raw_data/train/cloth/00032_00.jpg
raw_data/train/images/00033_00.jpg,raw_data/train/image-parse-v3/00033_00.png,raw_data/train/cloth/00033_00.jpg
raw_data/train/images/00036_00.jpg,raw_data/train/image-parse-v3/00036_00.png,raw_data/train/cloth/00036_00.jpg
raw_data/train/images/00038_00.jpg,raw_data/train/image-parse-v3/00038_00.png,raw_data/train/cloth/00038_00.jpg
raw_data/train/images/00040_00.jpg,raw_data/train/image-parse-v3/00040_00.png,raw_data/train/cloth/00040_00.jpg
raw_data/train/images/00041_00.jpg,raw_data/train/image-parse-v3/00041_00.png,raw_data/train/cloth/00041_00.jpg
raw_data/train/images/00042_00.jpg,raw_data/train/image-parse-v3/00042_00.png,raw_data/train/cloth/00042_00.jpg
raw_data/train/images/00043_00.jpg,raw_data/train/image-parse-v3/00043_00.png,raw_data/train/cloth/00043_00.jpg
raw_data/train/images/00044_00.jpg,raw_data/train/image-parse-v3/00044_00.png,raw_data/train/cloth/00044_00.jpg
raw_data/train/images/00045_00.jpg,raw_data/train/image-parse-v3/00045_00.png,raw_data/train/cloth/00045_00.jpg
raw_data/train/images/00046_00.jpg,raw_data/train/image-parse-v3/00046_00.png,raw_data/train/cloth/00046_00.jpg
raw_data/train/images/00047_00.jpg,raw_data/train/image-parse-v3/00047_00.png,raw_data/train/cloth/00047_00.jpg
raw_data/train/images/00048_00.jpg,raw_data/train/image-parse-v3/00048_00.png,raw_data/train/cloth/00048_00.jpg
raw_data/train/images/00049_00.jpg,raw_data/train/image-parse-v3/00049_00.png,raw_data/train/cloth/00049_00.jpg
raw_data/train/images/00050_00.jpg,raw_data/train/image-parse-v3/00050_00.png,raw_data/train/cloth/00050_00.jpg
raw_data/train/images/00051_00.jpg,raw_data/train/image-parse-v3/00051_00.png,raw_data/train/cloth/00051_00.jpg
raw_data/train/images/00052_00.jpg,raw_data/train/image-parse-v3/00052_00.png,raw_data/train/cloth/00052_00.jpg
raw_data/train/images/00053_00.jpg,raw_data/train/image-parse-v3/00053_00.png,raw_data/train/cloth/00053_00.jpg
raw_data/train/images/00054_00.jpg,raw_data/train/image-parse-v3/00054_00.png,raw_data/train/cloth/00054_00.jpg
raw_data/train/images/00056_00.jpg,raw_data/train/image-parse-v3/00056_00.png,raw_data/train/cloth/00056_00.jpg
raw_data/train/images/00058_00.jpg,raw_data/train/image-parse-v3/00058_00.png,raw_data/train/cloth/00058_00.jpg
raw_data/train/images/00059_00.jpg,raw_data/train/image-parse-v3/00059_00.png,raw_data/train/cloth/00059_00.jpg
raw_data/train/images/00061_00.jpg,raw_data/train/image-parse-v3/00061_00.png,raw_data/train/cloth/00061_00.jpg
raw_data/train/images/00062_00.jpg,raw_data/train/image-parse-v3/00062_00.png,raw_data/train/cloth/00062_00.jpg
raw_data/train/images/00065_00.jpg,raw_data/train/image-parse-v3/00065_00.png,raw_data/train/cloth/00065_00.jpg
raw_data/train/images/00066_00.jpg,raw_data/train/image-parse-v3/00066_00.png,raw_data/train/cloth/00066_00.jpg
raw_data/train/images/00068_00.jpg,raw_data/train/image-parse-v3/00068_00.png,raw_data/train/cloth/00068_00.jpg
raw_data/train/images/00070_00.jpg,raw_data/train/image-parse-v3/00070_00.png,raw_data/train/cloth/00070_00.jpg
raw_data/train/images/00072_00.jpg,raw_data/train/image-parse-v3/00072_00.png,raw_data/train/cloth/00072_00.jpg
raw_data/train/images/00073_00.jpg,raw_data/train/image-parse-v3/00073_00.png,raw_data/train/cloth/00073_00.jpg
raw_data/train/images/00076_00.jpg,raw_data/train/image-parse-v3/00076_00.png,raw_data/train/cloth/00076_00.jpg
raw_data/train/images/00077_00.jpg,raw_data/train/image-parse-v3/00077_00.png,raw_data/train/cloth/00077_00.jpg
raw_data/train/images/00078_00.jpg,raw_data/train/image-parse-v3/00078_00.png,raw_data/train/cloth/00078_00.jpg
raw_data/train/images/00079_00.jpg,raw_data/train/image-parse-v3/00079_00.png,raw_data/train/cloth/00079_00.jpg
raw_data/train/images/00080_00.jpg,raw_data/train/image-parse-v3/00080_00.png,raw_data/train/cloth/00080_00.jpg
raw_data/train/images/00081_00.jpg,raw_data/train/image-parse-v3/00081_00.png,raw_data/train/cloth/00081_00.jpg
raw_data/train/images/00082_00.jpg,raw_data/train/image-parse-v3/00082_00.png,raw_data/train/cloth/00082_00.jpg
raw_data/train/images/00083_00.jpg,raw_data/train/image-parse-v3/00083_00.png,raw_data/train/cloth/00083_00.jpg
raw_data/train/images/00085_00.jpg,raw_data/train/image-parse-v3/00085_00.png,raw_data/train/cloth/00085_00.jpg
raw_data/train/images/00086_00.jpg,raw_data/train/image-parse-v3/00086_00.png,raw_data/train/cloth/00086_00.jpg
raw_data/train/images/00087_00.jpg,raw_data/train/image-parse-v3/00087_00.png,raw_data/train/cloth/00087_00.jpg
raw_data/train/images/00088_00.jpg,raw_data/train/image-parse-v3/00088_00.png,raw_data/train/cloth/00088_00.jpg
raw_data/train/images/00089_00.jpg,raw_data/train/image-parse-v3/00089_00.png,raw_data/train/cloth/00089_00.jpg
raw_data/train/images/00090_00.jpg,raw_data/train/image-parse-v3/00090_00.png,raw_data/train/cloth/00090_00.jpg
raw_data/train/images/00091_00.jpg,raw_data/train/image-parse-v3/00091_00.png,raw_data/train/cloth/00091_00.jpg
raw_data/train/images/00092_00.jpg,raw_data/train/image-parse-v3/00092_00.png,raw_data/train/cloth/00092_00.jpg
raw_data/train/images/00093_00.jpg,raw_data/train/image-parse-v3/00093_00.png,raw_data/train/cloth/00093_00.jpg
raw_data/train/images/00098_00.jpg,raw_data/train/image-parse-v3/00098_00.png,raw_data/train/cloth/00098_00.jpg
raw_data/train/images/00099_00.jpg,raw_data/train/image-parse-v3/00099_00.png,raw_data/train/cloth/00099_00.jpg
raw_data/train/images/00100_00.jpg,raw_data/train/image-parse-v3/00100_00.png,raw_data/train/cloth/00100_00.jpg
raw_data/train/images/00101_00.jpg,raw_data/train/image-parse-v3/00101_00.png,raw_data/train/cloth/00101_00.jpg
raw_data/train/images/00102_00.jpg,raw_data/train/image-parse-v3/00102_00.png,raw_data/train/cloth/00102_00.jpg
raw_data/train/images/00103_00.jpg,raw_data/train/image-parse-v3/00103_00.png,raw_data/train/cloth/00103_00.jpg
raw_data/train/images/00104_00.jpg,raw_data/train/image-parse-v3/00104_00.png,raw_data/train/cloth/00104_00.jpg
raw_data/train/images/00105_00.jpg,raw_data/train/image-parse-v3/00105_00.png,raw_data/train/cloth/00105_00.jpg
raw_data/train/images/00106_00.jpg,raw_data/train/image-parse-v3/00106_00.png,raw_data/train/cloth/00106_00.jpg
raw_data/train/images/00107_00.jpg,raw_data/train/image-parse-v3/00107_00.png,raw_data/train/cloth/00107_00.jpg
raw_data/train/images/00109_00.jpg,raw_data/train/image-parse-v3/00109_00.png,raw_data/train/cloth/00109_00.jpg
raw_data/train/images/00111_00.jpg,raw_data/train/image-parse-v3/00111_00.png,raw_data/train/cloth/00111_00.jpg
raw_data/train/images/00113_00.jpg,raw_data/train/image-parse-v3/00113_00.png,raw_data/train/cloth/00113_00.jpg
raw_data/train/images/00114_00.jpg,raw_data/train/image-parse-v3/00114_00.png,raw_data/train/cloth/00114_00.jpg
raw_data/train/images/00115_00.jpg,raw_data/train/image-parse-v3/00115_00.png,raw_data/train/cloth/00115_00.jpg
raw_data/train/images/00117_00.jpg,raw_data/train/image-parse-v3/00117_00.png,raw_data/train/cloth/00117_00.jpg
raw_data/train/images/00118_00.jpg,raw_data/train/image-parse-v3/00118_00.png,raw_data/train/cloth/00118_00.jpg
raw_data/train/images/00119_00.jpg,raw_data/train/image-parse-v3/00119_00.png,raw_data/train/cloth/00119_00.jpg
raw_data/train/images/00120_00.jpg,raw_data/train/image-parse-v3/00120_00.png,raw_data/train/cloth/00120_00.jpg
raw_data/train/images/00122_00.jpg,raw_data/train/image-parse-v3/00122_00.png,raw_data/train/cloth/00122_00.jpg
raw_data/train/images/00123_00.jpg,raw_data/train/image-parse-v3/00123_00.png,raw_data/train/cloth/00123_00.jpg
raw_data/train/images/00124_00.jpg,raw_data/train/image-parse-v3/00124_00.png,raw_data/train/cloth/00124_00.jpg
raw_data/train/images/00125_00.jpg,raw_data/train/image-parse-v3/00125_00.png,raw_data/train/cloth/00125_00.jpg
raw_data/train/images/00128_00.jpg,raw_data/train/image-parse-v3/00128_00.png,raw_data/train/cloth/00128_00.jpg
raw_data/train/images/00129_00.jpg,raw_data/train/image-parse-v3/00129_00.png,raw_data/train/cloth/00129_00.jpg
raw_data/train/images/00130_00.jpg,raw_data/train/image-parse-v3/00130_00.png,raw_data/train/cloth/00130_00.jpg
raw_data/train/images/00131_00.jpg,raw_data/train/image-parse-v3/00131_00.png,raw_data/train/cloth/00131_00.jpg
raw_data/train/images/00132_00.jpg,raw_data/train/image-parse-v3/00132_00.png,raw_data/train/cloth/00132_00.jpg
raw_data/train/images/00133_00.jpg,raw_data/train/image-parse-v3/00133_00.png,raw_data/train/cloth/00133_00.jpg
raw_data/train/images/00134_00.jpg,raw_data/train/image-parse-v3/00134_00.png,raw_data/train/cloth/00134_00.jpg
raw_data/train/images/00136_00.jpg,raw_data/train/image-parse-v3/00136_00.png,raw_data/train/cloth/00136_00.jpg
raw_data/train/images/00137_00.jpg,raw_data/train/image-parse-v3/00137_00.png,raw_data/train/cloth/00137_00.jpg
raw_data/train/images/00139_00.jpg,raw_data/train/image-parse-v3/00139_00.png,raw_data/train/cloth/00139_00.jpg
raw_data/train/images/00140_00.jpg,raw_data/train/image-parse-v3/00140_00.png,raw_data/train/cloth/00140_00.jpg
raw_data/train/images/00143_00.jpg,raw_data/train/image-parse-v3/00143_00.png,raw_data/train/cloth/00143_00.jpg
raw_data/train/images/00144_00.jpg,raw_data/train/image-parse-v3/00144_00.png,raw_data/train/cloth/00144_00.jpg
raw_data/train/images/00146_00.jpg,raw_data/train/image-parse-v3/00146_00.png,raw_data/train/cloth/00146_00.jpg
raw_data/train/images/00147_00.jpg,raw_data/train/image-parse-v3/00147_00.png,raw_data/train/cloth/00147_00.jpg
raw_data/train/images/00148_00.jpg,raw_data/train/image-parse-v3/00148_00.png,raw_data/train/cloth/00148_00.jpg
raw_data/train/images/00149_00.jpg,raw_data/train/image-parse-v3/00149_00.png,raw_data/train/cloth/00149_00.jpg
raw_data/train/images/00150_00.jpg,raw_data/train/image-parse-v3/00150_00.png,raw_data/train/cloth/00150_00.jpg
raw_data/train/images/00152_00.jpg,raw_data/train/image-parse-v3/00152_00.png,raw_data/train/cloth/00152_00.jpg
raw_data/train/images/00153_00.jpg,raw_data/train/image-parse-v3/00153_00.png,raw_data/train/cloth/00153_00.jpg
raw_data/train/images/00154_00.jpg,raw_data/train/image-parse-v3/00154_00.png,raw_data/train/cloth/00154_00.jpg
raw_data/train/images/00155_00.jpg,raw_data/train/image-parse-v3/00155_00.png,raw_data/train/cloth/00155_00.jpg
raw_data/train/images/00156_00.jpg,raw_data/train/image-parse-v3/00156_00.png,raw_data/train/cloth/00156_00.jpg
raw_data/train/images/00157_00.jpg,raw_data/train/image-parse-v3/00157_00.png,raw_data/train/cloth/00157_00.jpg
raw_data/train/images/00159_00.jpg,raw_data/train/image-parse-v3/00159_00.png,raw_data/train/cloth/00159_00.jpg
raw_data/train/images/00161_00.jpg,raw_data/train/image-parse-v3/00161_00.png,raw_data/train/cloth/00161_00.jpg
raw_data/train/images/00162_00.jpg,raw_data/train/image-parse-v3/00162_00.png,raw_data/train/cloth/00162_00.jpg
raw_data/train/images/00163_00.jpg,raw_data/train/image-parse-v3/00163_00.png,raw_data/train/cloth/00163_00.jpg
raw_data/train/images/00164_00.jpg,raw_data/train/image-parse-v3/00164_00.png,raw_data/train/cloth/00164_00.jpg
raw_data/train/images/00165_00.jpg,raw_data/train/image-parse-v3/00165_00.png,raw_data/train/cloth/00165_00.jpg
raw_data/train/images/00166_00.jpg,raw_data/train/image-parse-v3/00166_00.png,raw_data/train/cloth/00166_00.jpg
raw_data/train/images/00167_00.jpg,raw_data/train/image-parse-v3/00167_00.png,raw_data/train/cloth/00167_00.jpg
raw_data/train/images/00168_00.jpg,raw_data/train/image-parse-v3/00168_00.png,raw_data/train/cloth/00168_00.jpg
raw_data/train/images/00169_00.jpg,raw_data/train/image-parse-v3/00169_00.png,raw_data/train/cloth/00169_00.jpg
raw_data/train/images/00170_00.jpg,raw_data/train/image-parse-v3/00170_00.png,raw_data/train/cloth/00170_00.jpg
raw_data/train/images/00171_00.jpg,raw_data/train/image-parse-v3/00171_00.png,raw_data/train/cloth/00171_00.jpg
raw_data/train/images/00172_00.jpg,raw_data/train/image-parse-v3/00172_00.png,raw_data/train/cloth/00172_00.jpg
raw_data/train/images/00173_00.jpg,raw_data/train/image-parse-v3/00173_00.png,raw_data/train/cloth/00173_00.jpg
raw_data/train/images/00174_00.jpg,raw_data/train/image-parse-v3/00174_00.png,raw_data/train/cloth/00174_00.jpg
raw_data/train/images/00175_00.jpg,raw_data/train/image-parse-v3/00175_00.png,raw_data/train/cloth/00175_00.jpg
raw_data/train/images/00179_00.jpg,raw_data/train/image-parse-v3/00179_00.png,raw_data/train/cloth/00179_00.jpg
raw_data/train/images/00180_00.jpg,raw_data/train/image-parse-v3/00180_00.png,raw_data/train/cloth/00180_00.jpg
raw_data/train/images/00181_00.jpg,raw_data/train/image-parse-v3/00181_00.png,raw_data/train/cloth/00181_00.jpg
raw_data/train/images/00182_00.jpg,raw_data/train/image-parse-v3/00182_00.png,raw_data/train/cloth/00182_00.jpg
raw_data/train/images/00183_00.jpg,raw_data/train/image-parse-v3/00183_00.png,raw_data/train/cloth/00183_00.jpg
raw_data/train/images/00184_00.jpg,raw_data/train/image-parse-v3/00184_00.png,raw_data/train/cloth/00184_00.jpg
raw_data/train/images/00185_00.jpg,raw_data/train/image-parse-v3/00185_00.png,raw_data/train/cloth/00185_00.jpg
raw_data/train/images/00186_00.jpg,raw_data/train/image-parse-v3/00186_00.png,raw_data/train/cloth/00186_00.jpg
raw_data/train/images/00187_00.jpg,raw_data/train/image-parse-v3/00187_00.png,raw_data/train/cloth/00187_00.jpg
raw_data/train/images/00188_00.jpg,raw_data/train/image-parse-v3/00188_00.png,raw_data/train/cloth/00188_00.jpg
raw_data/train/images/00189_00.jpg,raw_data/train/image-parse-v3/00189_00.png,raw_data/train/cloth/00189_00.jpg
raw_data/train/images/00191_00.jpg,raw_data/train/image-parse-v3/00191_00.png,raw_data/train/cloth/00191_00.jpg
raw_data/train/images/00192_00.jpg,raw_data/train/image-parse-v3/00192_00.png,raw_data/train/cloth/00192_00.jpg
raw_data/train/images/00193_00.jpg,raw_data/train/image-parse-v3/00193_00.png,raw_data/train/cloth/00193_00.jpg
raw_data/train/images/00194_00.jpg,raw_data/train/image-parse-v3/00194_00.png,raw_data/train/cloth/00194_00.jpg
raw_data/train/images/00195_00.jpg,raw_data/train/image-parse-v3/00195_00.png,raw_data/train/cloth/00195_00.jpg
raw_data/train/images/00196_00.jpg,raw_data/train/image-parse-v3/00196_00.png,raw_data/train/cloth/00196_00.jpg
raw_data/train/images/00197_00.jpg,raw_data/train/image-parse-v3/00197_00.png,raw_data/train/cloth/00197_00.jpg
raw_data/train/images/00199_00.jpg,raw_data/train/image-parse-v3/00199_00.png,raw_data/train/cloth/00199_00.jpg
raw_data/train/images/00200_00.jpg,raw_data/train/image-parse-v3/00200_00.png,raw_data/train/cloth/00200_00.jpg
raw_data/train/images/00201_00.jpg,raw_data/train/image-parse-v3/00201_00.png,raw_data/train/cloth/00201_00.jpg
raw_data/train/images/00202_00.jpg,raw_data/train/image-parse-v3/00202_00.png,raw_data/train/cloth/00202_00.jpg
raw_data/train/images/00203_00.jpg,raw_data/train/image-parse-v3/00203_00.png,raw_data/train/cloth/00203_00.jpg
raw_data/train/images/00204_00.jpg,raw_data/train/image-parse-v3/00204_00.png,raw_data/train/cloth/00204_00.jpg
raw_data/train/images/00206_00.jpg,raw_data/train/image-parse-v3/00206_00.png,raw_data/train/cloth/00206_00.jpg
raw_data/train/images/00209_00.jpg,raw_data/train/image-parse-v3/00209_00.png,raw_data/train/cloth/00209_00.jpg
raw_data/train/images/00210_00.jpg,raw_data/train/image-parse-v3/00210_00.png,raw_data/train/cloth/00210_00.jpg
raw_data/train/images/00211_00.jpg,raw_data/train/image-parse-v3/00211_00.png,raw_data/train/cloth/00211_00.jpg
raw_data/train/images/00212_00.jpg,raw_data/train/image-parse-v3/00212_00.png,raw_data/train/cloth/00212_00.jpg
raw_data/train/images/00213_00.jpg,raw_data/train/image-parse-v3/00213_00.png,raw_data/train/cloth/00213_00.jpg
raw_data/train/images/00214_00.jpg,raw_data/train/image-parse-v3/00214_00.png,raw_data/train/cloth/00214_00.jpg
raw_data/train/images/00215_00.jpg,raw_data/train/image-parse-v3/00215_00.png,raw_data/train/cloth/00215_00.jpg
raw_data/train/images/00216_00.jpg,raw_data/train/image-parse-v3/00216_00.png,raw_data/train/cloth/00216_00.jpg
raw_data/train/images/00217_00.jpg,raw_data/train/image-parse-v3/00217_00.png,raw_data/train/cloth/00217_00.jpg
raw_data/train/images/00218_00.jpg,raw_data/train/image-parse-v3/00218_00.png,raw_data/train/cloth/00218_00.jpg
raw_data/train/images/00219_00.jpg,raw_data/train/image-parse-v3/00219_00.png,raw_data/train/cloth/00219_00.jpg
raw_data/train/images/00220_00.jpg,raw_data/train/image-parse-v3/00220_00.png,raw_data/train/cloth/00220_00.jpg
raw_data/train/images/00221_00.jpg,raw_data/train/image-parse-v3/00221_00.png,raw_data/train/cloth/00221_00.jpg
raw_data/train/images/00222_00.jpg,raw_data/train/image-parse-v3/00222_00.png,raw_data/train/cloth/00222_00.jpg
raw_data/train/images/00224_00.jpg,raw_data/train/image-parse-v3/00224_00.png,raw_data/train/cloth/00224_00.jpg
raw_data/train/images/00225_00.jpg,raw_data/train/image-parse-v3/00225_00.png,raw_data/train/cloth/00225_00.jpg
raw_data/train/images/00226_00.jpg,raw_data/train/image-parse-v3/00226_00.png,raw_data/train/cloth/00226_00.jpg
raw_data/train/images/00227_00.jpg,raw_data/train/image-parse-v3/00227_00.png,raw_data/train/cloth/00227_00.jpg
raw_data/train/images/00228_00.jpg,raw_data/train/image-parse-v3/00228_00.png,raw_data/train/cloth/00228_00.jpg
raw_data/train/images/00229_00.jpg,raw_data/train/image-parse-v3/00229_00.png,raw_data/train/cloth/00229_00.jpg
raw_data/train/images/00230_00.jpg,raw_data/train/image-parse-v3/00230_00.png,raw_data/train/cloth/00230_00.jpg
raw_data/train/images/00231_00.jpg,raw_data/train/image-parse-v3/00231_00.png,raw_data/train/cloth/00231_00.jpg
raw_data/train/images/00232_00.jpg,raw_data/train/image-parse-v3/00232_00.png,raw_data/train/cloth/00232_00.jpg
raw_data/train/images/00233_00.jpg,raw_data/train/image-parse-v3/00233_00.png,raw_data/train/cloth/00233_00.jpg
raw_data/train/images/00234_00.jpg,raw_data/train/image-parse-v3/00234_00.png,raw_data/train/cloth/00234_00.jpg
raw_data/train/images/00235_00.jpg,raw_data/train/image-parse-v3/00235_00.png,raw_data/train/cloth/00235_00.jpg
raw_data/train/images/00236_00.jpg,raw_data/train/image-parse-v3/00236_00.png,raw_data/train/cloth/00236_00.jpg
raw_data/train/images/00237_00.jpg,raw_data/train/image-parse-v3/00237_00.png,raw_data/train/cloth/00237_00.jpg
raw_data/train/images/00238_00.jpg,raw_data/train/image-parse-v3/00238_00.png,raw_data/train/cloth/00238_00.jpg
raw_data/train/images/00239_00.jpg,raw_data/train/image-parse-v3/00239_00.png,raw_data/train/cloth/00239_00.jpg
raw_data/train/images/00240_00.jpg,raw_data/train/image-parse-v3/00240_00.png,raw_data/train/cloth/00240_00.jpg
raw_data/train/images/00241_00.jpg,raw_data/train/image-parse-v3/00241_00.png,raw_data/train/cloth/00241_00.jpg
raw_data/train/images/00242_00.jpg,raw_data/train/image-parse-v3/00242_00.png,raw_data/train/cloth/00242_00.jpg
raw_data/train/images/00243_00.jpg,raw_data/train/image-parse-v3/00243_00.png,raw_data/train/cloth/00243_00.jpg
raw_data/train/images/00244_00.jpg,raw_data/train/image-parse-v3/00244_00.png,raw_data/train/cloth/00244_00.jpg
raw_data/train/images/00245_00.jpg,raw_data/train/image-parse-v3/00245_00.png,raw_data/train/cloth/00245_00.jpg
raw_data/train/images/00246_00.jpg,raw_data/train/image-parse-v3/00246_00.png,raw_data/train/cloth/00246_00.jpg
raw_data/train/images/00247_00.jpg,raw_data/train/image-parse-v3/00247_00.png,raw_data/train/cloth/00247_00.jpg
raw_data/train/images/00248_00.jpg,raw_data/train/image-parse-v3/00248_00.png,raw_data/train/cloth/00248_00.jpg
raw_data/train/images/00250_00.jpg,raw_data/train/image-parse-v3/00250_00.png,raw_data/train/cloth/00250_00.jpg
raw_data/train/images/00251_00.jpg,raw_data/train/image-parse-v3/00251_00.png,raw_data/train/cloth/00251_00.jpg
raw_data/train/images/00252_00.jpg,raw_data/train/image-parse-v3/00252_00.png,raw_data/train/cloth/00252_00.jpg
raw_data/train/images/00253_00.jpg,raw_data/train/image-parse-v3/00253_00.png,raw_data/train/cloth/00253_00.jpg
raw_data/train/images/00255_00.jpg,raw_data/train/image-parse-v3/00255_00.png,raw_data/train/cloth/00255_00.jpg
raw_data/train/images/00256_00.jpg,raw_data/train/image-parse-v3/00256_00.png,raw_data/train/cloth/00256_00.jpg
raw_data/train/images/00257_00.jpg,raw_data/train/image-parse-v3/00257_00.png,raw_data/train/cloth/00257_00.jpg
raw_data/train/images/00258_00.jpg,raw_data/train/image-parse-v3/00258_00.png,raw_data/train/cloth/00258_00.jpg
raw_data/train/images/00263_00.jpg,raw_data/train/image-parse-v3/00263_00.png,raw_data/train/cloth/00263_00.jpg
raw_data/train/images/00264_00.jpg,raw_data/train/image-parse-v3/00264_00.png,raw_data/train/cloth/00264_00.jpg
raw_data/train/images/00266_00.jpg,raw_data/train/image-parse-v3/00266_00.png,raw_data/train/cloth/00266_00.jpg
raw_data/train/images/00267_00.jpg,raw_data/train/image-parse-v3/00267_00.png,raw_data/train/cloth/00267_00.jpg
raw_data/train/images/00269_00.jpg,raw_data/train/image-parse-v3/00269_00.png,raw_data/train/cloth/00269_00.jpg
raw_data/train/images/00270_00.jpg,raw_data/train/image-parse-v3/00270_00.png,raw_data/train/cloth/00270_00.jpg
raw_data/train/images/00271_00.jpg,raw_data/train/image-parse-v3/00271_00.png,raw_data/train/cloth/00271_00.jpg
raw_data/train/images/00275_00.jpg,raw_data/train/image-parse-v3/00275_00.png,raw_data/train/cloth/00275_00.jpg
raw_data/train/images/00276_00.jpg,raw_data/train/image-parse-v3/00276_00.png,raw_data/train/cloth/00276_00.jpg
raw_data/train/images/00279_00.jpg,raw_data/train/image-parse-v3/00279_00.png,raw_data/train/cloth/00279_00.jpg
raw_data/train/images/00280_00.jpg,raw_data/train/image-parse-v3/00280_00.png,raw_data/train/cloth/00280_00.jpg
raw_data/train/images/00281_00.jpg,raw_data/train/image-parse-v3/00281_00.png,raw_data/train/cloth/00281_00.jpg
raw_data/train/images/00282_00.jpg,raw_data/train/image-parse-v3/00282_00.png,raw_data/train/cloth/00282_00.jpg
raw_data/train/images/00283_00.jpg,raw_data/train/image-parse-v3/00283_00.png,raw_data/train/cloth/00283_00.jpg
raw_data/train/images/00284_00.jpg,raw_data/train/image-parse-v3/00284_00.png,raw_data/train/cloth/00284_00.jpg
raw_data/train/images/00285_00.jpg,raw_data/train/image-parse-v3/00285_00.png,raw_data/train/cloth/00285_00.jpg
raw_data/train/images/00288_00.jpg,raw_data/train/image-parse-v3/00288_00.png,raw_data/train/cloth/00288_00.jpg
raw_data/train/images/00289_00.jpg,raw_data/train/image-parse-v3/00289_00.png,raw_data/train/cloth/00289_00.jpg
raw_data/train/images/00292_00.jpg,raw_data/train/image-parse-v3/00292_00.png,raw_data/train/cloth/00292_00.jpg
raw_data/train/images/00293_00.jpg,raw_data/train/image-parse-v3/00293_00.png,raw_data/train/cloth/00293_00.jpg
raw_data/train/images/00294_00.jpg,raw_data/train/image-parse-v3/00294_00.png,raw_data/train/cloth/00294_00.jpg
raw_data/train/images/00296_00.jpg,raw_data/train/image-parse-v3/00296_00.png,raw_data/train/cloth/00296_00.jpg
raw_data/train/images/00298_00.jpg,raw_data/train/image-parse-v3/00298_00.png,raw_data/train/cloth/00298_00.jpg
raw_data/train/images/00299_00.jpg,raw_data/train/image-parse-v3/00299_00.png,raw_data/train/cloth/00299_00.jpg
raw_data/train/images/00300_00.jpg,raw_data/train/image-parse-v3/00300_00.png,raw_data/train/cloth/00300_00.jpg
raw_data/train/images/00301_00.jpg,raw_data/train/image-parse-v3/00301_00.png,raw_data/train/cloth/00301_00.jpg
